Country_id,Title,Metric_id,Metric,Year,Value
117,Kenya,1,Prison Population Total,2019,54000
20,Bangladesh,1,Prison Population Total,2019,88424
126,Cayman Islands (United Kingdom),1,Prison Population Total,2019,253
235,United States of America,1,Prison Population Total,2019,2121600
188,Paraguay,1,Prison Population Total,2019,13607
167,Nicaragua,1,Prison Population Total,2019,17196
115,Jordan,1,Prison Population Total,2019,15700
99,Honduras,1,Prison Population Total,2019,18950
246,Samoa,1,Prison Population Total,2019,400
145,Marshall Islands,1,Prison Population Total,2019,35
46,Cook Islands (New Zealand),1,Prison Population Total,2019,48
195,Saudi Arabia,1,Prison Population Total,2019,61000
109,Iraq,1,Prison Population Total,2019,45000
49,China,1,Prison Population Total,2019,1649804
223,Timor-Leste (formerly East Timor),1,Prison Population Total,2019,659
94,Guam (USA),1,Prison Population Total,2019,667
129,Lebanon,1,Prison Population Total,2019,6330
24,Bahrain,1,Prison Population Total,2019,3485
132,Sri Lanka,1,Prison Population Total,2019,20598
3,Afghanistan,1,Prison Population Total,2019,30000
64,Ecuador,1,Prison Population Total,2019,37497
54,Curaçao (Netherlands),1,Prison Population Total,2019,377
197,Seychelles,1,Prison Population Total,2019,423
45,Cote d'Ivoire,1,Prison Population Total,2019,16127
69,Spain,1,Prison Population Total,2019,59017
81,Georgia,1,Prison Population Total,2019,9640
166,Nigeria,1,Prison Population Total,2019,75772
227,Turkey,1,Prison Population Total,2019,260000
137,Latvia,1,Prison Population Total,2019,3765
84,Ghana,1,Prison Population Total,2019,14846
13,Austria,1,Prison Population Total,2019,8692
66,Egypt,1,Prison Population Total,2019,106000
199,Sweden,1,Prison Population Total,2019,5979
192,Serbia,1,Prison Population Total,2019,10807
206,San Marino,1,Prison Population Total,2019,3
142,Montenegro,1,Prison Population Total,2019,1123
140,Monaco,1,Prison Population Total,2019,29
141,Moldova (Republic of),1,Prison Population Total,2019,7510
146,Macedonia (former Yugoslav Republic of),1,Prison Population Total,2019,2931
17,Azerbaijan,1,Prison Population Total,2019,23320
7,Armenia,1,Prison Population Total,2019,3536
1,Andorra,1,Prison Population Total,2019,52
62,Dominican Republic,1,Prison Population Total,2019,26286
198,Sudan,1,Prison Population Total,2019,21000
207,Senegal,1,Prison Population Total,2019,12500
219,Togo,1,Prison Population Total,2019,4859
217,Chad,1,Prison Population Total,2019,8000
53,Cape Verde (Cabo Verde),1,Prison Population Total,2019,1542
25,Burundi,1,Prison Population Total,2019,10093
125,Kuwait,1,Prison Population Total,2019,6000
56,Cyprus (Republic of),1,Prison Population Total,2019,710
19,Barbados,1,Prison Population Total,2019,874
88,Guinea (Republic of),1,Prison Population Total,2019,3200
78,Gabon,1,Prison Population Total,2019,3373
70,Ethiopia,1,Prison Population Total,2019,113727
68,Eritrea,1,Prison Population Total,2019,null
90,Equatorial Guinea,1,Prison Population Total,2019,500
41,Democratic Republic of Congo,1,Prison Population Total,2019,20550
43,Congo (Republic of),1,Prison Population Total,2019,1240
42,Central African Republic,1,Prison Population Total,2019,764
8,Angola,1,Prison Population Total,2019,24000
33,Bahamas,1,Prison Population Total,2019,1746
30,Bolivia,1,Prison Population Total,2019,17946
155,Malta,1,Prison Population Total,2019,588
153,Mauritania,1,Prison Population Total,2019,1920
36,Botswana,1,Prison Population Total,2019,4343
220,Thailand,1,Prison Population Total,2019,366316
112,Italy,1,Prison Population Total,2019,60125
65,Estonia,1,Prison Population Total,2019,2567
57,Czech Republic,1,Prison Population Total,2019,21623
48,Cameroon,1,Prison Population Total,2019,30701
93,Guatemala,1,Prison Population Total,2019,24303
14,Australia,1,Prison Population Total,2019,42974
119,Cambodia,1,Prison Population Total,2019,31008
101,Haiti,1,Prison Population Total,2019,8882
173,New Zealand,1,Prison Population Total,2019,10435
23,Bulgaria,1,Prison Population Total,2019,9028
4,Antigua and Barbuda,1,Prison Population Total,2019,305
241,Virgin Islands (United Kingdom),1,Prison Population Total,2019,134
162,Namibia,1,Prison Population Total,2019,7400
164,Niger,1,Prison Population Total,2019,10383
11,Argentina,1,Prison Population Total,2019,81975
233,Uganda,1,Prison Population Total,2019,54059
26,Benin,1,Prison Population Total,2019,7890
212,El Salvador,1,Prison Population Total,2019,40316
163,New Caledonia (France),1,Prison Population Total,2019,536
89,Guadeloupe (France),1,Prison Population Total,2019,946
152,Martinique (France),1,Prison Population Total,2019,813
83,Guernsey (United Kingdom),1,Prison Population Total,2019,110
158,Malawi,1,Prison Population Total,2019,14795
91,Greece,1,Prison Population Total,2019,10580
51,Costa Rica,1,Prison Population Total,2019,19226
39,Canada,1,Prison Population Total,2019,41145
113,Jersey (United Kingdom),1,Prison Population Total,2019,128
228,Trinidad and Tobago,1,Prison Population Total,2019,3999
102,Hungary,1,Prison Population Total,2019,16947
169,Norway,1,Prison Population Total,2019,3373
136,Luxembourg,1,Prison Population Total,2019,650
135,Lithuania,1,Prison Population Total,2019,6544
106,Isle of Man (United Kingdom),1,Prison Population Total,2019,106
111,Iceland,1,Prison Population Total,2019,131
76,Faeroe Islands (Denmark),1,Prison Population Total,2019,6
180,Pakistan,1,Prison Population Total,2019,83718
28,Bermuda (United Kingdom),1,Prison Population Total,2019,209
38,Belize,1,Prison Population Total,2019,1297
29,Brunei Darussalam,1,Prison Population Total,2019,565
231,Tanzania,1,Prison Population Total,2019,31382
236,Uruguay,1,Prison Population Total,2019,11078
44,Switzerland,1,Prison Population Total,2019,6863
151,Northern Mariana Islands (USA),1,Prison Population Total,2019,270
240,Venezuela,1,Prison Population Total,2019,57096
121,Comoros,1,Prison Population Total,2019,191
250,Zambia,1,Prison Population Total,2019,25000
120,Kiribati,1,Prison Population Total,2019,129
251,Zimbabwe,1,Prison Population Total,2019,19521
18,Bosnia and Herzegovina: Republika Srpska,1,Prison Population Total,2019,863
221,Tajikistan,1,Prison Population Total,2019,9317
157,Maldives,1,Prison Population Total,2019,1852
131,Liechtenstein,1,Prison Population Total,2019,10
80,Grenada,1,Prison Population Total,2019,465
123,Democratic People's Republic of (North) Korea,1,Prison Population Total,2019,null
244,Vanuatu,1,Prison Population Total,2019,192
72,Finland,1,Prison Population Total,2019,2842
100,Croatia,1,Prison Population Total,2019,3190
22,Burkina Faso,1,Prison Population Total,2019,7670
224,Turkmenistan,1,Prison Population Total,2019,30452
215,Swaziland/eSwatini,1,Prison Population Total,2019,3610
194,Rwanda,1,Prison Population Total,2019,61000
124,Republic of (South) Korea,1,Prison Population Total,2019,55198
105,Israel,1,Prison Population Total,2019,19325
209,Suriname,1,Prison Population Total,2019,1000
229,Tuvalu,1,Prison Population Total,2019,11
226,Tonga,1,Prison Population Total,2019,176
171,Nauru,1,Prison Population Total,2019,14
75,"Micronesia, Federated States of",1,Prison Population Total,2019,132
247,Yemen,1,Prison Population Total,2019,14000
189,Qatar,1,Prison Population Total,2019,1150
242,Virgin Islands (USA),1,Prison Population Total,2019,577
15,Aruba (Netherlands),1,Prison Population Total,2019,170
237,Uzbekistan,1,Prison Population Total,2019,43900
107,India,1,Prison Population Total,2019,419623
34,Bhutan,1,Prison Population Total,2019,1119
210,South Sudan,1,Prison Population Total,2019,6504
208,Somalia,1,Prison Population Total,2019,null
147,Mali,1,Prison Population Total,2019,5209
138,Libya,1,Prison Population Total,2019,6187
134,Lesotho,1,Prison Population Total,2019,2073
95,Guinea Bissau,1,Prison Population Total,2019,196
87,Gambia,1,Prison Population Total,2019,1121
122,St. Kitts and Nevis,1,Prison Population Total,2019,220
184,Puerto Rico (USA),1,Prison Population Total,2019,10475
85,Gibraltar (United Kingdom),1,Prison Population Total,2019,56
174,Oman,1,Prison Population Total,2019,1300
37,Belarus,1,Prison Population Total,2019,32500
225,Tunisia,1,Prison Population Total,2019,20755
18,Kosovo/Kosova,1,Prison Population Total,2019,1648
211,Sao Tome e Principe,1,Prison Population Total,2019,251
133,Liberia,1,Prison Population Total,2019,2211
2,United Arab Emirates,1,Prison Population Total,2019,9826
114,Jamaica,1,Prison Population Total,2019,3866
59,Djibouti,1,Prison Population Total,2019,600
128,Laos,1,Prison Population Total,2019,8201
18,Bosnia and Herzegovina: Federation,1,Prison Population Total,2019,1722
214,Syria,1,Prison Population Total,2019,10599
52,Cuba,1,Prison Population Total,2019,57337
178,Papua New Guinea,2,Prison Population Rate,2019,62
204,Slovakia,2,Prison Population Rate,2019,190
118,Kyrgyzstan,2,Prison Population Rate,2019,178
127,Kazakhstan,2,Prison Population Rate,2019,168
50,Colombia,2,Prison Population Rate,2019,241
139,Morocco,2,Prison Population Rate,2019,232
79,United Kingdom: England & Wales,2,Prison Population Rate,2019,139
193,Russian Federation,2,Prison Population Rate,2019,385
181,Poland,2,Prison Population Rate,2019,194
103,Indonesia,2,Prison Population Rate,2019,96
177,French Polynesia (France),2,Prison Population Rate,2019,199
77,France,2,Prison Population Rate,2019,104
82,French Guiana/Guyane (France),2,Prison Population Rate,2019,267
249,South Africa,2,Prison Population Rate,2019,286
156,Mauritius,2,Prison Population Rate,2019,204
148,Myanmar (formerly Burma),2,Prison Population Rate,2019,171
176,Peru,2,Prison Population Rate,2019,277
116,Japan,2,Prison Population Rate,2019,41
196,Solomon Islands,2,Prison Population Rate,2019,78
202,Slovenia,2,Prison Population Rate,2019,64
168,Netherlands,2,Prison Population Rate,2019,61
60,Denmark,2,Prison Population Rate,2019,63
179,Philippines,2,Prison Population Rate,2019,179
170,Nepal,2,Prison Population Rate,2019,65
149,Mongolia,2,Prison Population Rate,2019,102
239,St. Vincent and the Grenadines,2,Prison Population Rate,2019,426
130,St. Lucia,2,Prison Population Rate,2019,280
5,Anguilla (United Kingdom),2,Prison Population Rate,2019,367
205,Sierra Leone,2,Prison Population Rate,2019,58
63,Algeria,2,Prison Population Rate,2019,146
190,Reunion (France),2,Prison Population Rate,2019,126
248,Mayotte (France),2,Prison Population Rate,2019,120
161,Mozambique,2,Prison Population Rate,2019,61
232,Ukraine,2,Prison Population Rate,2019,152
243,Vietnam,2,Prison Population Rate,2019,137
160,Malaysia,2,Prison Population Rate,2019,177
213,Sint Maarten (Netherlands),2,Prison Population Rate,2019,153
144,Madagascar,2,Prison Population Rate,2019,81
21,Belgium,2,Prison Population Rate,2019,88
96,Guyana,2,Prison Population Rate,2019,283
79,United Kingdom: Scotland,2,Prison Population Rate,2019,147
79,United Kingdom: Northern Ireland,2,Prison Population Rate,2019,79
191,Romania,2,Prison Population Rate,2019,107
104,"Ireland, Republic of",2,Prison Population Rate,2019,82
6,Albania,2,Prison Population Rate,2019,185
200,Singapore,2,Prison Population Rate,2019,199
110,Iran,2,Prison Population Rate,2019,294
97,Hong Kong (China),2,Prison Population Rate,2019,109
159,Mexico,2,Prison Population Rate,2019,163
32,Brazil,2,Prison Population Rate,2019,337
150,Macau (China),2,Prison Population Rate,2019,212
175,Panama,2,Prison Population Rate,2019,395
47,Chile,2,Prison Population Rate,2019,224
186,Portugal,2,Prison Population Rate,2019,126
58,Germany,2,Prison Population Rate,2019,76
187,Palau,2,Prison Population Rate,2019,395
73,Fiji,2,Prison Population Rate,2019,210
12,American Samoa (USA),2,Prison Population Rate,2019,345
230,Taiwan,2,Prison Population Rate,2019,265
86,Greenland (Denmark),2,Prison Population Rate,2019,249
61,Dominica,2,Prison Population Rate,2019,289
117,Kenya,2,Prison Population Rate,2019,108
20,Bangladesh,2,Prison Population Rate,2019,53
126,Cayman Islands (United Kingdom),2,Prison Population Rate,2019,393
235,United States of America,2,Prison Population Rate,2019,655
188,Paraguay,2,Prison Population Rate,2019,199
167,Nicaragua,2,Prison Population Rate,2019,276
115,Jordan,2,Prison Population Rate,2019,197
99,Honduras,2,Prison Population Rate,2019,216
246,Samoa,2,Prison Population Rate,2019,204
145,Marshall Islands,2,Prison Population Rate,2019,66
46,Cook Islands (New Zealand),2,Prison Population Rate,2019,229
195,Saudi Arabia,2,Prison Population Rate,2019,197
109,Iraq,2,Prison Population Rate,2019,126
49,China,2,Prison Population Rate,2019,118
223,Timor-Leste (formerly East Timor),2,Prison Population Rate,2019,51
94,Guam (USA),2,Prison Population Rate,2019,404
129,Lebanon,2,Prison Population Rate,2019,126
24,Bahrain,2,Prison Population Rate,2019,234
132,Sri Lanka,2,Prison Population Rate,2019,94
3,Afghanistan,2,Prison Population Rate,2019,88
64,Ecuador,2,Prison Population Rate,2019,222
54,Curaçao (Netherlands),2,Prison Population Rate,2019,236
197,Seychelles,2,Prison Population Rate,2019,437
45,Cote d'Ivoire,2,Prison Population Rate,2019,66
69,Spain,2,Prison Population Rate,2019,126
81,Georgia,2,Prison Population Rate,2019,258
166,Nigeria,2,Prison Population Rate,2019,38
227,Turkey,2,Prison Population Rate,2019,318
137,Latvia,2,Prison Population Rate,2019,195
84,Ghana,2,Prison Population Rate,2019,50
13,Austria,2,Prison Population Rate,2019,98
66,Egypt,2,Prison Population Rate,2019,116
199,Sweden,2,Prison Population Rate,2019,59
192,Serbia,2,Prison Population Rate,2019,154
206,San Marino,2,Prison Population Rate,2019,null
142,Montenegro,2,Prison Population Rate,2019,180
140,Monaco,2,Prison Population Rate,2019,76
141,Moldova (Republic of),2,Prison Population Rate,2019,212
146,Macedonia (former Yugoslav Republic of),2,Prison Population Rate,2019,141
17,Azerbaijan,2,Prison Population Rate,2019,235
7,Armenia,2,Prison Population Rate,2019,119
1,Andorra,2,Prison Population Rate,2019,69
62,Dominican Republic,2,Prison Population Rate,2019,238
198,Sudan,2,Prison Population Rate,2019,52
207,Senegal,2,Prison Population Rate,2019,76
219,Togo,2,Prison Population Rate,2019,64
217,Chad,2,Prison Population Rate,2019,59
53,Cape Verde (Cabo Verde),2,Prison Population Rate,2019,298
25,Burundi,2,Prison Population Rate,2019,84
125,Kuwait,2,Prison Population Rate,2019,157
56,Cyprus (Republic of),2,Prison Population Rate,2019,83
19,Barbados,2,Prison Population Rate,2019,300
88,Guinea (Republic of),2,Prison Population Rate,2019,25
78,Gabon,2,Prison Population Rate,2019,191
70,Ethiopia,2,Prison Population Rate,2019,127
68,Eritrea,2,Prison Population Rate,2019,null
90,Equatorial Guinea,2,Prison Population Rate,2019,63
41,Democratic Republic of Congo,2,Prison Population Rate,2019,29
43,Congo (Republic of),2,Prison Population Rate,2019,27
42,Central African Republic,2,Prison Population Rate,2019,16
8,Angola,2,Prison Population Rate,2019,93
33,Bahamas,2,Prison Population Rate,2019,438
30,Bolivia,2,Prison Population Rate,2019,156
155,Malta,2,Prison Population Rate,2019,133
153,Mauritania,2,Prison Population Rate,2019,46
36,Botswana,2,Prison Population Rate,2019,208
220,Thailand,2,Prison Population Rate,2019,529
112,Italy,2,Prison Population Rate,2019,100
65,Estonia,2,Prison Population Rate,2019,194
57,Czech Republic,2,Prison Population Rate,2019,203
48,Cameroon,2,Prison Population Rate,2019,124
93,Guatemala,2,Prison Population Rate,2019,140
14,Australia,2,Prison Population Rate,2019,172
119,Cambodia,2,Prison Population Rate,2019,189
101,Haiti,2,Prison Population Rate,2019,80
173,New Zealand,2,Prison Population Rate,2019,214
23,Bulgaria,2,Prison Population Rate,2019,125
4,Antigua and Barbuda,2,Prison Population Rate,2019,321
241,Virgin Islands (United Kingdom),2,Prison Population Rate,2019,470
162,Namibia,2,Prison Population Rate,2019,295
164,Niger,2,Prison Population Rate,2019,53
11,Argentina,2,Prison Population Rate,2019,186
233,Uganda,2,Prison Population Rate,2019,129
26,Benin,2,Prison Population Rate,2019,68
212,El Salvador,2,Prison Population Rate,2019,627
163,New Caledonia (France),2,Prison Population Rate,2019,190
89,Guadeloupe (France),2,Prison Population Rate,2019,211
152,Martinique (France),2,Prison Population Rate,2019,211
83,Guernsey (United Kingdom),2,Prison Population Rate,2019,170
158,Malawi,2,Prison Population Rate,2019,80
91,Greece,2,Prison Population Rate,2019,99
51,Costa Rica,2,Prison Population Rate,2019,374
39,Canada,2,Prison Population Rate,2019,114
113,Jersey (United Kingdom),2,Prison Population Rate,2019,120
228,Trinidad and Tobago,2,Prison Population Rate,2019,292
102,Hungary,2,Prison Population Rate,2019,173
169,Norway,2,Prison Population Rate,2019,63
136,Luxembourg,2,Prison Population Rate,2019,107
135,Lithuania,2,Prison Population Rate,2019,235
106,Isle of Man (United Kingdom),2,Prison Population Rate,2019,125
111,Iceland,2,Prison Population Rate,2019,37
76,Faeroe Islands (Denmark),2,Prison Population Rate,2019,12
180,Pakistan,2,Prison Population Rate,2019,43
28,Bermuda (United Kingdom),2,Prison Population Rate,2019,319
38,Belize,2,Prison Population Rate,2019,356
29,Brunei Darussalam,2,Prison Population Rate,2019,134
231,Tanzania,2,Prison Population Rate,2019,58
236,Uruguay,2,Prison Population Rate,2019,321
44,Switzerland,2,Prison Population Rate,2019,81
151,Northern Mariana Islands (USA),2,Prison Population Rate,2019,482
240,Venezuela,2,Prison Population Rate,2019,178
121,Comoros,2,Prison Population Rate,2019,23
250,Zambia,2,Prison Population Rate,2019,146
120,Kiribati,2,Prison Population Rate,2019,113
251,Zimbabwe,2,Prison Population Rate,2019,120
18,Bosnia and Herzegovina: Republika Srpska,2,Prison Population Rate,2019,66
221,Tajikistan,2,Prison Population Rate,2019,121
157,Maldives,2,Prison Population Rate,2019,499
131,Liechtenstein,2,Prison Population Rate,2019,27
80,Grenada,2,Prison Population Rate,2019,435
123,Democratic People's Republic of (North) Korea,2,Prison Population Rate,2019,null
244,Vanuatu,2,Prison Population Rate,2019,71
72,Finland,2,Prison Population Rate,2019,51
100,Croatia,2,Prison Population Rate,2019,78
22,Burkina Faso,2,Prison Population Rate,2019,41
224,Turkmenistan,2,Prison Population Rate,2019,552
215,Swaziland/eSwatini,2,Prison Population Rate,2019,282
194,Rwanda,2,Prison Population Rate,2019,464
124,Republic of (South) Korea,2,Prison Population Rate,2019,109
105,Israel,2,Prison Population Rate,2019,236
209,Suriname,2,Prison Population Rate,2019,183
229,Tuvalu,2,Prison Population Rate,2019,110
226,Tonga,2,Prison Population Rate,2019,166
171,Nauru,2,Prison Population Rate,2019,140
75,"Micronesia, Federated States of",2,Prison Population Rate,2019,127
247,Yemen,2,Prison Population Rate,2019,53
189,Qatar,2,Prison Population Rate,2019,53
242,Virgin Islands (USA),2,Prison Population Rate,2019,542
15,Aruba (Netherlands),2,Prison Population Rate,2019,165
237,Uzbekistan,2,Prison Population Rate,2019,150
107,India,2,Prison Population Rate,2019,33
34,Bhutan,2,Prison Population Rate,2019,145
210,South Sudan,2,Prison Population Rate,2019,52
208,Somalia,2,Prison Population Rate,2019,null
147,Mali,2,Prison Population Rate,2019,33
138,Libya,2,Prison Population Rate,2019,99
134,Lesotho,2,Prison Population Rate,2019,92
95,Guinea Bissau,2,Prison Population Rate,2019,10
87,Gambia,2,Prison Population Rate,2019,58
122,St. Kitts and Nevis,2,Prison Population Rate,2019,393
184,Puerto Rico (USA),2,Prison Population Rate,2019,313
85,Gibraltar (United Kingdom),2,Prison Population Rate,2019,165
174,Oman,2,Prison Population Rate,2019,36
37,Belarus,2,Prison Population Rate,2019,343
225,Tunisia,2,Prison Population Rate,2019,181
18,Kosovo/Kosova,2,Prison Population Rate,2019,95
211,Sao Tome e Principe,2,Prison Population Rate,2019,117
133,Liberia,2,Prison Population Rate,2019,47
2,United Arab Emirates,2,Prison Population Rate,2019,104
114,Jamaica,2,Prison Population Rate,2019,138
59,Djibouti,2,Prison Population Rate,2019,66
128,Laos,2,Prison Population Rate,2019,119
18,Bosnia and Herzegovina: Federation,2,Prison Population Rate,2019,73
214,Syria,2,Prison Population Rate,2019,60
52,Cuba,2,Prison Population Rate,2019,510
178,Papua New Guinea,3,Pre-trial Detainees (%),2019,34.4
204,Slovakia,3,Pre-trial Detainees (%),2019,15
118,Kyrgyzstan,3,Pre-trial Detainees (%),2019,16.6
127,Kazakhstan,3,Pre-trial Detainees (%),2019,16.5
50,Colombia,3,Pre-trial Detainees (%),2019,32.1
139,Morocco,3,Pre-trial Detainees (%),2019,40.2
79,United Kingdom: England & Wales,3,Pre-trial Detainees (%),2019,10.7
193,Russian Federation,3,Pre-trial Detainees (%),2019,17.7
181,Poland,3,Pre-trial Detainees (%),2019,10.4
103,Indonesia,3,Pre-trial Detainees (%),2019,27.4
177,French Polynesia (France),3,Pre-trial Detainees (%),2019,14.4
77,France,3,Pre-trial Detainees (%),2019,29
82,French Guiana/Guyane (France),3,Pre-trial Detainees (%),2019,25.9
249,South Africa,3,Pre-trial Detainees (%),2019,28.2
156,Mauritius,3,Pre-trial Detainees (%),2019,47.5
148,Myanmar (formerly Burma),3,Pre-trial Detainees (%),2019,10.8
176,Peru,3,Pre-trial Detainees (%),2019,39.1
116,Japan,3,Pre-trial Detainees (%),2019,10.8
196,Solomon Islands,3,Pre-trial Detainees (%),2019,48.2
202,Slovenia,3,Pre-trial Detainees (%),2019,23.3
168,Netherlands,3,Pre-trial Detainees (%),2019,30
60,Denmark,3,Pre-trial Detainees (%),2019,35.5
179,Philippines,3,Pre-trial Detainees (%),2019,75.1
170,Nepal,3,Pre-trial Detainees (%),2019,58.9
149,Mongolia,3,Pre-trial Detainees (%),2019,23
239,St. Vincent and the Grenadines,3,Pre-trial Detainees (%),2019,24.3
130,St. Lucia,3,Pre-trial Detainees (%),2019,53.5
5,Anguilla (United Kingdom),3,Pre-trial Detainees (%),2019,45.5
205,Sierra Leone,3,Pre-trial Detainees (%),2019,30.1
63,Algeria,3,Pre-trial Detainees (%),2019,8.6
190,Reunion (France),3,Pre-trial Detainees (%),2019,14
248,Mayotte (France),3,Pre-trial Detainees (%),2019,56.1
161,Mozambique,3,Pre-trial Detainees (%),2019,33.1
232,Ukraine,3,Pre-trial Detainees (%),2019,35
243,Vietnam,3,Pre-trial Detainees (%),2019,12.5
160,Malaysia,3,Pre-trial Detainees (%),2019,29.8
213,Sint Maarten (Netherlands),3,Pre-trial Detainees (%),2019,18.1
144,Madagascar,3,Pre-trial Detainees (%),2019,55.8
21,Belgium,3,Pre-trial Detainees (%),2019,35.6
96,Guyana,3,Pre-trial Detainees (%),2019,35.6
79,United Kingdom: Scotland,3,Pre-trial Detainees (%),2019,20.4
79,United Kingdom: Northern Ireland,3,Pre-trial Detainees (%),2019,30.4
191,Romania,3,Pre-trial Detainees (%),2019,9.3
104,"Ireland, Republic of",3,Pre-trial Detainees (%),2019,16.6
6,Albania,3,Pre-trial Detainees (%),2019,40.7
200,Singapore,3,Pre-trial Detainees (%),2019,11.9
110,Iran,3,Pre-trial Detainees (%),2019,25.1
97,Hong Kong (China),3,Pre-trial Detainees (%),2019,25
159,Mexico,3,Pre-trial Detainees (%),2019,39.2
32,Brazil,3,Pre-trial Detainees (%),2019,33.8
150,Macau (China),3,Pre-trial Detainees (%),2019,18.6
175,Panama,3,Pre-trial Detainees (%),2019,47.3
47,Chile,3,Pre-trial Detainees (%),2019,32.9
186,Portugal,3,Pre-trial Detainees (%),2019,17.1
58,Germany,3,Pre-trial Detainees (%),2019,21.7
187,Palau,3,Pre-trial Detainees (%),2019,4.1
73,Fiji,3,Pre-trial Detainees (%),2019,25.9
12,American Samoa (USA),3,Pre-trial Detainees (%),2019,14.9
230,Taiwan,3,Pre-trial Detainees (%),2019,5.2
86,Greenland (Denmark),3,Pre-trial Detainees (%),2019,32.5
61,Dominica,3,Pre-trial Detainees (%),2019,23.7
117,Kenya,3,Pre-trial Detainees (%),2019,48
20,Bangladesh,3,Pre-trial Detainees (%),2019,78.2
126,Cayman Islands (United Kingdom),3,Pre-trial Detainees (%),2019,29.6
235,United States of America,3,Pre-trial Detainees (%),2019,21.6
188,Paraguay,3,Pre-trial Detainees (%),2019,77.9
167,Nicaragua,3,Pre-trial Detainees (%),2019,21.4
115,Jordan,3,Pre-trial Detainees (%),2019,44.4
99,Honduras,3,Pre-trial Detainees (%),2019,53.1
246,Samoa,3,Pre-trial Detainees (%),2019,14
145,Marshall Islands,3,Pre-trial Detainees (%),2019,11.4
46,Cook Islands (New Zealand),3,Pre-trial Detainees (%),2019,14.6
195,Saudi Arabia,3,Pre-trial Detainees (%),2019,58.7
109,Iraq,3,Pre-trial Detainees (%),2019,35.2
49,China,3,Pre-trial Detainees (%),2019,null
223,Timor-Leste (formerly East Timor),3,Pre-trial Detainees (%),2019,23.2
94,Guam (USA),3,Pre-trial Detainees (%),2019,45.1
129,Lebanon,3,Pre-trial Detainees (%),2019,64.7
24,Bahrain,3,Pre-trial Detainees (%),2019,25.7
132,Sri Lanka,3,Pre-trial Detainees (%),2019,53.4
3,Afghanistan,3,Pre-trial Detainees (%),2019,31.3
64,Ecuador,3,Pre-trial Detainees (%),2019,34.9
54,Curaçao (Netherlands),3,Pre-trial Detainees (%),2019,41
197,Seychelles,3,Pre-trial Detainees (%),2019,16.8
45,Cote d'Ivoire,3,Pre-trial Detainees (%),2019,40.7
69,Spain,3,Pre-trial Detainees (%),2019,15.7
